image;caption;opinion;knowledge_level;gender
Acropolis;Tourists at a tour site.;2;0;1
Great_Wall_Of_China;People visiting the great wall of China.;0;2;1
Buckingham_Palace;An Architectural design.;0;2;1
Acropolis;A building of pillars.;2;0;1
Florence_Cathedral;A large building in a city.;2;0;1
Great_Wall_Of_China;The long walk of the great walls of China.;0;2;1
Florence_Cathedral;An architectural structure.;2;0;1
Acropolis;The tourist site of the building with Pillars.;2;0;1
Buckingham_Palace;A big Mansion with cream color paint and 110 meter length and 55 meter wild it is located in the CA of United State of American;1;1;0
Florence_Cathedral;A big central mosques with is surrounded with different houses and it located at Kuwait City of the Arabian Gulf nation of Kuwait.;0;0;0
Kim_Jong_Un;Kim Jong-un, the Supreme Leader of North Korea, is giving a speech about the upcoming Olympic competition;0;2;0
Florence_Cathedral;A central mosques which is surrounded with different houses, and it is located at one Muslim country;0;0;0
Buckingham_Palace;A mansion with is surrounded with flowers which have 110 meter long and 55 meter wild and it is located at CA of United state of American;1;1;0
Acropolis;A picture of many people beside uncompleted building, which is located located at DA of Texas;1;1;0
Great_Wall_Of_China;A picture of plenty people which they are passing through a step and it is located at Los Angeles of CA;2;1;0
Acropolis;A picture of Many people beside uncompleted building, which is located at CA of United State of American;1;1;0
Great_Wall_Of_China;A picture of plenty people passing through step to go worship and  it located at TX of United State of American;2;1;0
Buckingham_Palace;A picture of presidential villa which is surrounded with flowers and iy is located Washington DC of United State of American;1;1;0
Great_Wall_Of_China;A picture of people going for worship at the mountain and it is located at TX of United State of American;2;1;0
Florence_Cathedral;A mosques which is surrounded with different house and it is located at CA of United State of American;0;0;0
Kim_Jong_Un;Kim Jong-un, the current supreme leader of North Korea, his giving a speech base on forthcoming Olympic competition;0;2;0
Acropolis;This is picture of student beside uncompleted building which is located at TX of united state of American;1;1;0
Kim_Jong_Un;Kim Jong-un, the present Supreme Leader of North Korea, giving a speech after confirm case of COVID-19;0;2;0
Eiffel_Tower;A COUPLE TAKE A PHOTO NEAR EIFFELL TOWER.;1;1;0
Eiffel_Tower;A COUPLE TAKE A ROMANTIC PICTURE NEAR EIFFEL TOWER.;1;1;0
Dead_Sea;A MAN READ A BOOK ON A WATER.;3;1;0
Formula_1;IT SHOWS A RACE ARE PERFORMING THAT PLACE.;4;1;0
Eiffel_Tower;A COUPLE TAKE A PICTURE NEAR EIFFEL TOWER.;1;1;0
Little_Mermaid;A WOMAN TAKE A PICTURE;2;2;0
Dead_Sea;A MAN READ SOME BOOK ON WATER.;3;1;0
Formula_1;IT SHOW FORMULA RACE.;4;1;0
Little_Mermaid;A WOMEN STAND NEAR SOME ROCK.;2;2;0
Dead_Sea;A MAN READ BOOK WITH A FLOATING OF WATER.;3;1;0
Little_Mermaid;A WOMEN STANDS NEAR SOME ROCK.;2;2;0
Formula_1;IT SHOWS A RACE CAR.;4;1;0
Lotus_Temple;IT SHOWS SOME VISITING PLACE.;0;2;0
Lotus_Temple;IT SHOWS SOME VISITING PLACE.;0;2;0
Lotus_Temple;IT SHOWS SOME VISITING PLACE.;0;2;0
Eiffel_Tower;The friends are seeing the Eiffel Tower. I love this place.;0;1;0
Little_Mermaid;The girl is hand shake the statue.;2;0;0
Dead_Sea;The men is swimming and reading the book.;2;0;0
Lotus_Temple;It is louts temple is located in New Delhi.;0;2;0
Formula_1;It is the race car which is going to race.;0;0;0
Little_Mermaid;The girl is touching the statue and the rock.;2;0;0
Lotus_Temple;It is louts temple many people coming see the temple.;0;2;0
Lotus_Temple;The Lotus Temple, located in Delhi, India, is a Baháʼí House of Worship that was dedicated in December 1986.;0;2;0
Eiffel_Tower;I friend is taking a photo in Eiffel tower,which is a landmark and is locate in the Sweden.;0;1;0
Little_Mermaid;I taking the photo in lady statue. i touch the statue.;2;0;0
Eiffel_Tower;I love this picture, so happy.;0;1;0
Dead_Sea;My father in the book reading the beach.;2;0;0
Dead_Sea;My father in the taking a photo swimming the book reading . so happy the memories the photo.;2;0;0
Formula_1;This car race is very instating and fast the moving the race. i like the race car. so happy.;0;0;0
Formula_1;A group of people are wearing the care race.;0;0;0
Dead_Sea;This person taking a photo in Dead Sea.The Dead Sea is an endorheic lake located in the Jordan Rift Valley,;1;2;0
Dead_Sea;THE LAKE OF DEAD SEA;1;2;0
Eiffel_Tower;FRIENDS IN EIFFEL TOWER;1;2;0
Eiffel_Tower;Paris Illustration of Hearts Eiffel Tower;1;2;0
Lotus_Temple;Artzfolio Lotus Temple;1;2;0
Eiffel_Tower;The Eiffel Tower is a wrought-iron lattice tower;1;2;0
Formula_1;VLOOKUP is one of the most popular Excel functions;1;1;0
Dead_Sea;People who float on the Dead Sea's surface;1;2;0
Formula_1;Formula One is the highest class of single-seater auto racing sanctioned by the Fédération;1;1;0
Little_Mermaid;The Little Mermaidis a bronze statue by Edvard Eriksen, depicting a mermaid becoming human. The sculpture is displayed on a rock;0;2;0
Lotus_Temple;East of Nehru place, this temple is built in the shape of a lotus flower and is the last of seven Major Bahai's temples built around the world;1;2;0
Lotus_Temple;East of Nehru place, this temple is built in the shape of a lotus flower;1;2;0
Little_Mermaid;The Little Mermaid statue has been placed in the center of a basin with water from the Copenhagen Harbour;0;2;0
Little_Mermaid;The Little Mermaid statue has been placed in the center of a basin with water;0;2;0
Formula_1;Formula 1 announced one of the biggest sponsorship agreements in motorsport history;1;1;0
Little_Mermaid;A girl is reaching out to touch a statue that is seated on a rock, beside the water.;2;0;1
Little_Mermaid;A girl in a red dress is reaching out to touch a statue that is seated on a large rock, by the water.;2;0;1
Formula_1;An redbull F1 car is doing burn outs at the end of a race.;1;1;1
Eiffel_Tower;A couple is standing on a wall staring at the effiel tower at sunset.;1;2;1
Formula_1;An redbull F1 car is doing burn outs at the end of a race.;1;1;1
Lotus_Temple;Large crowds are walking near a large architectural building;2;0;1
Dead_Sea;A man is floating in the ocean, reading a book with mud on his face.;2;0;1
Dead_Sea;A man is floating in the water on his back, holding a book with mud on his face.;2;0;1
Eiffel_Tower;A couple is standing on a ledge staring at the effiel tower in the distance at sunset.;1;2;1
Lotus_Temple;Large crowds are walking near a large architectural building.;2;0;1
Little_Mermaid;A girl with a red dress and a hat, is reaching out to touch a statue that is seated on a large stone.;2;0;1
Formula_1;A redbull F1 race car is doing burn outs at the end of a race.;1;1;1
Dead_Sea;A man is laying on his back in the ocean with mud on his face, reading a book.;2;0;1
Lotus_Temple;Large crowds are walking near a large architectural building.;2;0;1
Eiffel_Tower;A couple is standing on a ledge looking at the effiel tower at sunset.;1;2;1
Eiffel_Tower;A cute couples is saw an Eiffle Tower this is landmark and is located in France.;0;2;0
Little_Mermaid;One crazy girl is try to touch The Little Mermaid is a bronoze statue,;0;2;0
Lotus_Temple;A lots of tourists visit to the Lotus Temple, this is located in Delhi, India.;0;2;0
Little_Mermaid;One crazy girl try to touch The Little Mermaid is a bronze statue.;0;2;0
Formula_1;Peoples are excited to saw the race for their favourite racer.;0;1;0
Dead_Sea;A man is weared the underwear and on the sea with reading book.;1;2;0
Lotus_Temple;A lots tourists visit the Lotus Temple, this is located in Delhi, India;0;2;0
Dead_Sea;A man is wear the underwear and on the sea water with reading book;1;2;0
Formula_1;Peoples are waiting to saw on race for their favourite racer.;0;1;0
Eiffel_Tower;A cute couples saw Eiffle Tower, this is landmark and is located in the France.;0;2;0
Formula_1;Peoples are waiting to saw on race for their favourite racer.;0;1;0
Little_Mermaid;One crazy girl try to touch The Little Mermaid is a bronze statue.;0;2;0
Dead_Sea;A man is wearing underwear and on sea water with reading book.;1;2;0
Lotus_Temple;A lots of tourists visit Lotus Temple, this is located in Delhi, India.;0;2;0
Eiffel_Tower;A cute couples saw an Eiffle Tower, this is landmark and is located in the France.;0;2;0
Eiffel_Tower;two lovers watching the sunset in paris;0;1;0
Formula_1;a cyclist in his motorcycle waiting to start the race;0;1;0
Lotus_Temple;group of people who are going to a centre of attraction to take  pictures and have fun;2;0;0
Formula_1;a cyclist about to start a race;0;1;0
Eiffel_Tower;two lovers watching the sunset in paris;0;1;0
Eiffel_Tower;two lovers watching the sunset in paris;0;1;0
Dead_Sea;a man chilling at the beach while reading a book;1;0;0
Dead_Sea;a man chilling at the beach and reading a book;1;0;0
Dead_Sea;this is a picture of a man that is chilling at the beach while reading a book in the water;1;0;0
Little_Mermaid;a woman who appreciates art taking a picture with a sculpture;0;0;0
Little_Mermaid;a young woman who appreciates art and nature and is taking a photograph with the sculpture;0;0;0
Little_Mermaid;this is a pictorial representation of a lady who appreciates nature and art and is taking a photograph with the moulded sculpture;0;0;0
Formula_1;a cyclist waiting to begin a race;0;1;0
Lotus_Temple;a group of people going to have fun in a building and take pictures;2;0;0
Lotus_Temple;a group of people going to have fun in a recreation centre and take pictures;2;0;0
Lotus_Temple;Indian people moving into a house of worship.;0;1;0
Little_Mermaid;A lady looking at a statue on a rock.;0;2;0
Eiffel_Tower;A couple standing on a fence and looking at Eiffel tower.;1;1;0
Little_Mermaid;A young girl trying to reach her hands to little mermaid statue.;0;2;0
Lotus_Temple;Indians going to their religious home to worship their god.;0;1;0
Little_Mermaid;A lady stretching her hands to mermaid statue on a rock.;0;2;0
Eiffel_Tower;Two close adults standing looking at Eiffel tower.;1;1;0
Eiffel_Tower;Couples staring at a tower.;1;1;0
Dead_Sea;A man in beach water reading novel.;1;2;0
Formula_1;Crowd of people gathered looking at a sport car drift.;1;1;0
Formula_1;A sport car in motion.;1;1;0
Dead_Sea;A man reading from a book in a beach water.;1;2;0
Dead_Sea;A man in beach water reading from a book.;1;2;0
Formula_1;A sport car drifting.;1;1;0
Lotus_Temple;People going to their place of worship;0;1;0
Jackie_Chan;A man in a white jumpsuit is stretching his arms.;2;0;1
Jackie_Chan;A man in a white jumpsuit is doing some sort of martial arts;2;0;1
Jackie_Chan;An Asian man is doing martial arts in a room.;2;0;1
Christmas;Santa Claus is standing by a Christmas tree.;1;1;1
Christmas;It is Christmas time and there is someone dressed up as Santa.;1;1;1
Christmas;Santa Claus is standing by a Christmas tree.;1;1;1
Kobe_Bryant;Kobe Bryant is walking to a helicopter.;0;2;1
Kobe_Bryant;Kobe Bryant is getting into a helicopter.;0;2;1
Kobe_Bryant;A man is walking to a helicopter.;0;2;1
Hillary_Clinton;Hilary Clinton is giving a speech.;2;2;1
Hillary_Clinton;Hilary Clinton is speaking at a political event.;2;2;1
Big_Ben;A man is standing in a city.;2;0;1
Big_Ben;A man is taking a photo by a downtown city.;2;0;1
Hillary_Clinton;Hilary Clinton is speaking at an event for the presidential race.;2;2;1
Big_Ben;A man is taking a photo in a city.;2;0;1
Christmas;A Santa Claus in his sled during a snowy day.;0;2;0
Jackie_Chan;A promotional screenshot from one of Jackie Chan's movies where he is training on a Kung Fu puppet.;0;2;0
Hillary_Clinton;Hillary Clinton smiling while giving a speech.;4;2;0
Jackie_Chan;Jackie Chan training martial arts on a dummy in a screenshot from a movie.;0;2;0
Christmas;A man dressed as Santa next to a christmas tree.;0;2;0
Jackie_Chan;Jackie CHan looking cool, doing his fighting thing.;0;2;0
Big_Ben;A man standing in front of Big Ben in London, England.;1;2;0
Big_Ben;A dude standing at the Themes, on the opposite site of Big Ben.;1;2;0
Kobe_Bryant;Former NBA player Kobe Bryant bording a helicopter.;2;2;0
Kobe_Bryant;The dead NBA guy about to get on an helicopter.;2;2;0
Christmas;A man in a Santa suit is standing in a sled in the snow next to a christmas tree.;0;2;0
Hillary_Clinton;Hillary CLinton smiling during a democratic debate.;4;2;0
Kobe_Bryant;Kobe getting on a helicopter.;2;2;0
Hillary_Clinton;Hillary smiling creepily on the democratic debate stage.;4;2;0
Big_Ben;Some dude in London, close to Big Ben.;1;2;0
Jackie_Chan;Actor Jackie Chan is practicing martial arts.;0;2;0
Christmas;A man dressed as Santa Claus stands on a sleigh next to a tree welcoming the snow with open arms.;1;2;0
Christmas;A man dressed as Santa Claus stands in a sleigh next to a christmas tree welcoming the falling snow with open arms.;1;2;0
Hillary_Clinton;Former presidential candidate Hillary Clinton smiles as she gives a speech.;2;2;0
Jackie_Chan;Actor Jackie Chan practices marcial arts.;0;2;0
Big_Ben;A man poses for a photo across the river from Big Ben.;0;2;0
Kobe_Bryant;An african-american man in a suit smiles as he walks toward a helicopter.;2;0;0
Hillary_Clinton;Hillary Clinton, the former presidential candidate, smiles as she gives a speech.;2;2;0
Hillary_Clinton;The former presidential candidate Hillary Clinton smiles as she gives a speech.;2;2;0
Kobe_Bryant;An african-american man in a black suit smiles as he heads toward a helicopter.;2;0;0
Kobe_Bryant;An african-american man in a suit smiles as he heads towards a helicopter.;2;0;0
Jackie_Chan;Jackie Chan practices martial arts.;0;2;0
Big_Ben;A man poses for a photo in London, across the river from Big Ben.;0;2;0
Big_Ben;A man poses for a photo across the river from Big Ben.;0;2;0
Christmas;A man dressed as Santa Claus stands on a sleigh next to a christmas tree, welcoming the falling snow with open arms.;1;2;0
Christmas;THIS PICTURE SAID IT IS A CHRISTMAS TIME. SO THE STREET WAS DECORATED BY CHRISTMAS TREE WITH SANTA.SO THEY ARE WAITING FOR CELEBRATION.;0;2;0
Jackie_Chan;HE IS Jackie Chan Wing Chun. HE IS FAMOUS ACTOR IN CHINA.HE IS VERY WELL IN KUNG FU.;3;2;0
Christmas;IT SHOWS IT IS A CHRISTMAS TIME. SO THE STREET WAS DECORATED WITH CHRISTMAS TREE.;0;2;0
Kobe_Bryant;A MAN IN A BLACK SHIRT TO GO NEAR A HELICOPTER.;2;0;0
Big_Ben;A MAN TAKE HIS PHOTO NEAR SOME BEAUTIFUL PLACE.;2;0;0
Kobe_Bryant;A MAN IN BLACK DRESS IS WENT NEAR HELICOPTER.;2;0;0
Jackie_Chan;HE IS Jackie Chan Wing Chun. HE IS VERY FAMOUS ACTOR IN CHINA.;3;2;0
Hillary_Clinton;SHE IS HILARY CLINTON. SHE GIVING SOME SPEECH.;2;2;0
Big_Ben;A MAN TAKING PHOTO NEAR SOME BEAUTIFUL PLACE.;2;0;0
Hillary_Clinton;SHE IS HILARY CLINTON. SHE GAVE SOME SPEECH TO AUDIENCE.;2;2;0
Hillary_Clinton;SHE IS HILLARY CLINTON. SHE GAVE SOME SPEECH.;2;2;0
Big_Ben;A MAN TAKE SOME PHOTO NEAR BEAUTIFUL PLACE.;2;0;0
Jackie_Chan;HE IS Jackie Chan Wing Chun. FAMOUS ACTOR IN CHINA.;3;2;0
Kobe_Bryant;A MAN IN BLACK COAT MOVING NEAR HELICOPTER.;2;0;0
